date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/7/14,15:02:34,22.9027747,120.2731393,9.908,-86,42,-47,-27,70,-984,-2.591999054,1.313163757,-9.908883095,-0.063304834,2.531543732,0.008267696,17,270
2020/7/14,15:02:37,22.902728,120.2731742,10.069,39,48,5,37,-62,-977,-7.790644646,4.89311409,-10.06914902,0.017046217,2.604784966,0.040861472,17,270
2020/7/14,15:02:40,22.9026777,120.2732054,10.115,34,89,-24,71,-57,-985,-13.38775158,8.097425461,-10.11527538,0.011065818,2.528178215,0.007275556,17,270
2020/7/14,15:02:43,22.9026373,120.2732241,10.173,-8,67,133,-71,-146,-1013,-17.88425827,10.01751518,-10.17301178,-0.120656222,-2.561145544,0.155297071,17,270
2020/7/14,15:02:46,22.9025948,120.2731855,10.119,-95,29,-94,-66,-43,-1045,-22.19313049,6.412321091,-10.14887524,-0.046630081,-2.670648098,0.063186899,17,270
2020/7/14,15:02:49,22.9025545,120.273155,9.938,10,-124,217,-89,-109,-1025,-27.09578323,2.929225922,-9.938806534,-0.094013602,-2.547777176,0.107869238,17,270
2020/7/14,15:02:52,22.9025138,120.2731212,10.044,202,-3,573,-141,-22,-981,-31.62856293,-0.535017014,-10.04426289,-0.083142772,-2.345728397,0.12785843,17,270
2020/7/14,15:02:55,22.902496,120.2730652,10.187,15,8,13,-183,-14,-994,-33.61606598,-6.324647903,-10.18721676,-0.155670866,-1.735588193,-0.012566196,17,270
2020/7/14,15:02:58,22.9024868,120.2730096,10.179,-171,-159,-15,-166,82,-953,-34.63418961,-11.98327446,-10.17986774,-0.117297694,-1.622724533,-0.002212352,17,270
2020/7/14,15:03:01,22.9024788,120.2729489,10.101,50,39,66,-99,-6,-1013,-35.5328331,-18.20184517,-10.10114288,-0.131978795,-1.617132902,-0.025571765,17,270
2020/7/14,15:03:04,22.902472,120.2728884,9.934,182,-95,53,-67,54,-1026,-36.28910446,-24.41265678,-9.934702873,-0.092693374,-1.659860969,-0.049134701,17,270
2020/7/14,15:03:07,22.9024712,120.2728248,9.876,-254,237,366,-26,-31,-1038,-36.37443542,-30.92775154,-9.876425743,-0.080176681,-1.119730949,-0.008728931,17,270
2020/7/14,15:03:10,22.902493,120.2727771,9.931,187,-141,-95,-32,-37,-976,-33.94202805,-35.81858063,-9.931887627,-0.072108291,-0.938007772,-0.039792314,17,270
2020/7/14,15:03:13,22.9025212,120.2727279,9.962,-27,128,-25,-65,74,-1050,-30.8115654,-40.87247467,-9.962796211,-0.031877704,-0.919118524,-0.071257763,17,270
2020/7/14,15:03:16,22.9025478,120.2726767,10.049,-146,146,-94,-76,110,-993,-27.85084915,-46.12042236,-10.0493536,-0.057181768,-0.891606331,-0.072023608,17,270
2020/7/14,15:03:19,22.9025775,120.2726417,10.269,-90,-17,386,16,122,-963,-24.53756332,-49.70484924,-10.26987076,-0.064101383,0.136648566,0.028471181,17,270
2020/7/14,15:03:22,22.9026281,120.2726594,10.117,12,9,75,79,69,-1000,-18.91193008,-47.89125824,-10.11784935,0.062940501,0.328383684,-0.082361028,17,270
2020/7/14,15:03:25,22.9026644,120.272676,10.1,-94,-12,77,8,139,-994,-14.8664732,-46.19258118,-10.10013199,0.007141557,0.264273137,-0.122226372,17,270
2020/7/14,15:03:28,22.9027066,120.27269,10.029,-18,19,87,-24,122,-1019,-10.17449474,-44.75305939,-10.02968502,0.005325836,0.418966025,-0.044454694,17,270
2020/7/14,15:03:31,22.9027479,120.2727098,10.033,45,63,648,54,48,-989,-5.574714661,-42.7258606,-10.03349304,-0.01059486,1.002669096,0.069304481,17,270
2020/7/14,15:03:34,22.9027603,120.2727608,9.97,22,-5,-101,-60,20,-1006,-4.192897797,-37.4960556,-9.970175743,0.015114897,1.358222485,-0.00385318,17,270
2020/7/14,15:03:37,22.9027681,120.2728177,9.96,92,-51,218,39,-67,-992,-3.320537567,-31.66000938,-9.960445404,-0.012830907,1.483142614,0.045382679,17,270
2020/7/14,15:03:40,22.9027738,120.2728714,9.881,-72,111,-244,19,44,-995,-2.688187599,-26.14987755,-9.880999565,0.00671369,1.463643312,0.022983653,17,270
2020/7/14,15:03:43,22.9027812,120.2729291,9.753,-79,-73,-23,74,-31,-986,-1.863335609,-20.23636818,-9.753664017,0.023232143,1.455557704,-0.003939713,17,270
2020/7/14,15:03:46,22.9027854,120.272983,9.715,9,-56,-21,-13,32,-989,-1.393508911,-14.70971489,-9.715073586,0.016934749,1.311492682,-0.039967366,17,270
2020/7/14,15:03:49,22.9027932,120.2730343,9.646,0,-34,17,-1,5,-1018,-0.526748657,-9.449644089,-9.64622879,0.017150562,1.355154514,-0.032636002,17,270
2020/7/14,15:03:52,22.9028008,120.27309,9.582,81,10,288,78,29,-1004,0.313311577,-3.741436005,-9.582234383,-0.015939191,1.405981064,-0.043094434,17,270
2020/7/14,15:03:55,22.9028034,120.2731198,8.917,41,-98,48,71,-36,-961,0.609369278,-0.676895142,-8.917387009,0.078532808,1.503516436,-0.009301458,17,270
