date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/22,16:43:13,22.9028128,120.2731309,0.049,1,0,0,19,7,-1000,-0.045634747,-0.039377213,-0.049270272,0.002118282,-2.262512207,-0.001124355,24,300
2020/6/22,16:43:16,22.9028127,120.2731281,0.145,6,0,6,22,4,-997,-0.055836678,-0.317907333,-0.145048618,0.002051307,-2.264322519,-0.000260044,24,300
2020/6/22,16:43:19,22.9028134,120.2731313,2.367,3,11,14,-83,23,-987,0.015510082,0.006057739,-2.367926121,-0.091122746,-2.342003345,0.054490365,24,300
2020/6/22,16:43:22,22.9028113,120.2731266,9.086,3,18,-18,-64,-27,-1012,-0.216878414,-0.481843948,-9.086071014,-0.062278647,-2.272254229,0.044163223,24,300
2020/6/22,16:43:25,22.9028102,120.2731268,15.962,98,103,-3,26,-85,-917,-0.334038258,-0.459060669,-15.96226883,-0.014667252,-2.271993637,0.069170646,24,300
2020/6/22,16:43:28,22.9028149,120.2731184,19.835,71,-57,-67,-77,-38,-958,0.183105469,-1.318840027,-19.83559799,-0.190454483,-1.74857986,0.022699002,24,300
2020/6/22,16:43:31,22.9028122,120.2730621,20.263,-90,60,16,-67,16,-1027,-0.121106148,-7.093757629,-20.26321602,-0.076762192,-1.577478409,0.047065508,24,300
2020/6/22,16:43:34,22.9028088,120.2729989,20.079,-72,5,-40,-149,39,-1023,-0.495526791,-13.57479668,-20.07971764,-0.122576341,-1.479125977,0.021233974,24,300
2020/6/22,16:43:37,22.902809,120.2729377,20.079,-148,-157,7,-31,-26,-968,-0.470329285,-19.85225868,-20.07912445,-0.104804516,-1.511254907,-0.005163638,24,300
2020/6/22,16:43:40,22.9028002,120.2728771,19.696,-138,54,-55,-106,-84,-1035,-1.44990778,-26.05911827,-19.69648743,-0.095127054,-1.690370798,0.078824736,24,300
2020/6/22,16:43:43,22.9027914,120.272818,20.058,-56,42,41,-100,-5,-1032,-2.428634167,-32.11967468,-20.05815506,-0.115572661,-1.74377954,0.051477127,24,300
2020/6/22,16:43:46,22.9027741,120.272779,19.875,-52,2,-130,-79,-7,-1057,-4.352993488,-36.11640167,-19.87541008,-0.111274615,3.053264856,-0.014041501,24,300
2020/6/22,16:43:49,22.9027117,120.2727837,19.891,51,-78,64,39,-8,-936,-11.30951309,-35.64060211,-19.89165497,0.011688249,2.894371748,0.047100142,24,300
2020/6/22,16:43:52,22.9026632,120.272792,20.056,-36,27,34,45,-74,-977,-16.70654488,-34.79080963,-20.0562973,-0.0225081,3.020449162,0.056300141,24,300
2020/6/22,16:43:55,22.9026068,120.2727972,20.196,-36,1,41,11,-19,-983,-22.98480988,-34.25895691,-20.19645691,0.02157557,2.944884777,0.020838674,24,300
2020/6/22,16:43:58,22.9025622,120.272803,19.957,93,-145,54,-48,16,-1001,-27.95031166,-33.66269684,-19.95722389,-0.063378185,2.885422945,0.0113007,24,300
2020/6/22,16:44:01,22.9025138,120.2728081,20.046,-315,-178,-437,11,104,-1043,-33.33579636,-33.14016724,-20.04605103,0.110836998,2.649178982,-0.045198336,24,300
2020/6/22,16:44:04,22.9025225,120.2728251,20.178,-87,-100,130,-75,24,-987,-32.36149597,-31.38866615,-20.17896271,-0.154596716,0.619420826,-0.03489352,24,300
2020/6/22,16:44:07,22.9025615,120.2728631,20.019,154,-166,-176,-41,56,-1121,-28.01904488,-27.49489021,-20.01987076,-0.057759374,0.735240996,-0.016689476,24,300
2020/6/22,16:44:10,22.9026016,120.2729029,19.936,-58,0,-35,-12,82,-991,-23.55879784,-23.41613197,-19.93613052,-0.039134774,0.824893534,-0.009558509,24,300
2020/6/22,16:44:13,22.9026367,120.2729435,19.833,-18,120,35,34,16,-977,-19.65828514,-19.24915123,-19.83345604,0.003510373,0.713150322,-0.05172902,24,300
2020/6/22,16:44:16,22.9026707,120.2729791,20.182,-172,177,-22,-39,10,-1032,-15.87238121,-15.60435295,-20.1822052,-0.043798503,0.742410064,-0.051943354,24,300
2020/6/22,16:44:19,22.9027044,120.2730157,20.072,-52,101,-101,-54,114,-999,-12.1173954,-11.84623528,-20.07294655,-0.048098337,0.731751502,-0.129120156,24,300
2020/6/22,16:44:22,22.9027444,120.2730584,19.315,-393,-122,29,-30,138,-904,-7.662416935,-7.47088623,-19.31585693,-0.029674426,0.733385026,-0.147636876,24,300
2020/6/22,16:44:25,22.9027827,120.2731004,19.501,104,11,-49,-4,58,-980,-3.686064243,-3.486139297,-19.47721863,-0.036134414,0.677873492,-0.145766959,24,300
2020/6/22,16:44:28,22.9028044,120.2731158,18.48,109,85,15,-24,129,-921,-0.980932713,-1.580411911,-18.48040009,-0.014622821,0.64573288,-0.004505132,24,300
2020/6/22,16:44:31,22.9028043,120.2731221,13.626,-92,-8,74,14,159,-1010,-0.993999958,-0.933958054,-13.59632397,0.001706576,0.586652398,-0.143856123,24,300
2020/6/22,16:44:34,22.9028043,120.2731209,9.816,-67,-56,-13,18,80,-1061,-0.996332645,-1.059362411,-9.816054344,0.004117811,0.619283676,-0.114387289,24,300
2020/6/22,16:44:37,22.9028021,120.2731208,7.978,85,18,-42,71,114,-1012,-1.237456799,-1.069112778,-7.978117466,-0.014473464,0.645477295,-0.121790893,24,300
2020/6/22,16:44:40,22.9028044,120.2731214,6.749,81,73,12,84,47,-1002,-0.984817028,-1.005859375,-6.749105453,0.028092809,0.622356772,-0.120826565,24,300
2020/6/22,16:44:43,22.902805,120.2731201,5.158,-86,-48,-14,62,106,-1002,-0.921151638,-1.146194458,-5.147344589,0.04107425,0.665913522,-0.051009487,24,300
2020/6/22,16:44:46,22.902802,120.2731197,3.864,-117,-22,-113,-13,87,-961,-1.257342815,-1.181909561,-3.864803076,-0.041537333,0.649393141,-0.093546733,24,300
2020/6/22,16:44:49,22.9028032,120.2731198,2.242,-17,88,-83,-16,83,-1005,-1.121871471,-1.178821564,-2.242580891,-0.042125054,0.683568895,-0.058613542,24,300
2020/6/22,16:44:52,22.9028046,120.2731201,0.773,-76,29,4,9,5,-1041,-0.964795589,-1.144218445,-0.773240805,-0.025621312,0.672697067,-0.046134841,24,300
