date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020-06-16,11:33:05,22.9028243,120.2731667,0.121,7,-2,6,-29,-3,-1003,0.08867073059082031,0.035025596618652344,-0.12181848287582397,-0.05373620241880417,-1.9396382570266724,0.021754052489995956,0,0
2020-06-16,11:33:08,22.9028261,120.2731672,0.052,11,-1,0,-29,2,-1003,0.2822380065917969,0.09078311920166016,-0.05221074819564819,-0.05349874496459961,-1.9403520822525024,0.022880053147673607,0,0
2020-06-16,11:33:11,22.9028282,120.273168,0.063,4,1,2,-33,7,-1005,0.5223321914672852,0.16956806182861328,-0.06325608491897583,-0.05329757556319237,-1.9409011602401733,0.023205172270536423,0,0
2020-06-16,11:33:14,22.9028243,120.2731664,-0.073,5,-1,0,-31,2,-1004,-0.34938716888427734,-0.1024942398071289,0.07361292839050293,-0.05462117865681648,-1.942755937576294,0.02213139459490776,0,0
2020-06-16,11:33:17,22.9028199,120.2731658,-0.11,5,0,-4,-34,5,-1005,-0.8366241455078125,-0.1612100601196289,0.1101616621017456,-0.05356280505657196,-1.9438890218734741,0.02298259176313877,0,0
2020-06-16,11:33:20,22.9028161,120.2731722,1.629,30,7,53,-16,27,-1086,-1.2590904235839844,0.49775028228759766,-1.6297886371612549,-0.08403457701206207,-2.014087200164795,0.03462418541312218,0,0
2020-06-16,11:33:23,22.9028147,120.2731697,8.063,2,-34,3,-41,51,-986,-1.4209184646606445,0.23846149444580078,-8.063325881958008,-0.04942348226904869,-1.9617409706115723,0.0569194033741951,0,0
2020-06-16,11:33:26,22.902815,120.2731695,14.684,-140,39,78,-82,46,-1023,-1.3843002319335938,0.22065067291259766,-14.684615135192871,-0.04477991908788681,-1.9412859678268433,0.04361290857195854,0,0
2020-06-16,11:33:29,22.9028163,120.2731632,19.482,-123,-4,34,-64,54,-965,-1.2428970336914062,-0.42457103729248047,-19.482906341552734,-0.1406879425048828,-1.9477580785751343,0.044857416301965714,0,0
2020-06-16,11:33:32,22.9028184,120.2730997,20.348,-36,-72,14,-115,71,-987,-1.0076866149902344,-6.935335159301758,-20.348081588745117,-0.20497143268585205,-1.5621436834335327,-0.013912041671574116,0,0
