date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/20,17:26:01,22.9028074,120.2731244,17.191,-62,82,8,-4,46,-931,0.283371925,1.104307175,-17.19150734,-0.013439735,-0.09466587,-0.027827427,22,280
2020/6/20,17:26:04,22.9027954,120.2731232,19.873,-62,-5,-1061,-85,68,-1001,-1.050549507,0.979492188,-19.87343025,-0.083389387,-1.597555518,-0.095640726,22,280
2020/6/20,17:26:07,22.9027422,120.2731128,20.084,4,74,21,17,-63,-1017,-6.974710464,-0.085681915,-20.08447647,-0.072993733,-3.070509911,0.069697499,22,280
2020/6/20,17:26:10,22.9026891,120.2731048,20.027,70,110,55,-64,-86,-1009,-12.88208008,-0.903579712,-20.02735901,-0.038389795,-3.075526714,0.085046314,22,280
2020/6/20,17:26:13,22.9026389,120.2730974,20.01,-23,-7,-113,-2,-117,-1008,-18.47445107,-1.66626358,-20.01073456,-0.064068429,-3.080660105,0.073417507,22,280
2020/6/20,17:26:16,22.9025803,120.273087,20.111,-4,-8,-10,-84,-56,-1014,-24.99992561,-2.733968735,-20.11193848,-0.050042152,-3.107971668,0.076989673,22,280
2020/6/20,17:26:19,22.9025272,120.2730792,20.04,3,-48,0,-62,-27,-998,-30.90974998,-3.530960083,-20.04000282,-0.069921702,-3.092286587,0.068171874,22,280
2020/6/20,17:26:22,22.9024671,120.2730696,19.957,189,137,-54,20,-88,-988,-37.60030365,-4.519098282,-19.95791435,-0.027555143,-3.108859301,0.066917643,22,280
2020/6/20,17:26:25,22.9024152,120.2730618,20.017,135,193,150,-28,-65,-990,-43.3764801,-5.312833786,-20.01738548,0.06213925,-3.028365374,0.056331139,22,280
2020/6/20,17:26:28,22.9024157,120.2730404,20.041,179,51,25,-38,13,-1012,-43.31822968,-7.509647369,-20.04175568,-0.133718356,-1.33008647,-0.095310204,22,280
2020/6/20,17:26:31,22.9024329,120.2729809,19.982,-13,-46,50,-76,29,-961,-41.4003067,-13.61248016,-19.98280144,-0.108506747,-1.067162871,-0.014570695,22,280
2020/6/20,17:26:34,22.9024577,120.2729187,20.06,35,3,-29,-48,38,-946,-38.6469574,-19.99459457,-20.06089592,-0.065144062,-1.04127717,-0.020017218,22,280
2020/6/20,17:26:37,22.9024811,120.2728684,20.207,-91,50,-8,-74,7,-1006,-36.03749847,-25.1479187,-20.20787811,-0.13495934,-1.198524714,-0.065751374,22,280
2020/6/20,17:26:40,22.9025092,120.2728025,20.015,-109,-91,-50,-131,100,-947,-32.91585541,-31.90316772,-20.01592064,-0.103884302,-1.243859768,-0.046565168,22,280
2020/6/20,17:26:43,22.9025296,120.2727498,19.855,-38,-32,-4,-92,59,-978,-30.63971138,-37.31090164,-19.85566711,-0.135133505,-1.175763965,-0.054703292,22,280
2020/6/20,17:26:46,22.9025471,120.2727136,19.979,-46,-46,947,45,31,-973,-28.69190788,-41.02732849,-19.97911263,-0.091178223,-0.022564793,0.031365708,22,280
2020/6/20,17:26:49,22.9025791,120.2727504,20.132,-7,23,58,-27,128,-984,-25.13217354,-37.24886703,-20.13279533,0.009471253,0.595441222,-0.08000131,22,280
2020/6/20,17:26:52,22.9026193,120.272788,20.14,-6,49,-20,-1,89,-994,-20.65634727,-33.39604187,-20.14057541,0.030074887,0.705063283,-0.084833704,22,280
2020/6/20,17:26:55,22.9026605,120.2728316,20.031,-3,37,-13,25,131,-1010,-16.06793976,-28.925457,-20.03120613,0.047116086,0.680738568,-0.110535927,22,280
2020/6/20,17:26:58,22.9026971,120.2728686,19.96,-67,-3,15,-27,137,-984,-11.99540329,-25.12648392,-19.9608326,0.007424703,0.748103321,-0.097367615,22,280
2020/6/20,17:27:01,22.9027305,120.2729131,19.97,-44,-27,172,104,12,-1001,-8.275014877,-20.56609726,-19.97093201,0.05412633,1.161648631,-0.017355923,22,280
2020/6/20,17:27:04,22.9027466,120.2729638,19.812,21,-46,-26,-41,46,-1005,-6.484815598,-15.36774063,-19.81271553,-0.020693433,1.121208429,-0.054724045,22,280
2020/6/20,17:27:07,22.9027653,120.2730177,19.806,-138,-301,243,11,31,-1004,-4.397481918,-9.836433411,-19.80675697,0.004733656,1.369527698,-0.087280989,22,280
2020/6/20,17:27:10,22.9027849,120.273072,19.841,41,-169,-36,24,-30,-1011,-2.22616291,-4.26953125,-19.84109879,-0.027788009,1.103825569,-0.016463678,22,280
2020/6/20,17:27:13,22.9028019,120.2731178,19.52,45,-124,74,16,8,-898,-0.330702782,0.428720474,-19.52040291,0.14877449,1.075078011,-0.045169823,22,280
