date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020-06-17,18:31:22,22.9028379,120.2731718,-0.043,-1,0,0,26,7,-999,0.012754440307617188,0.023792266845703125,0.043354034423828125,0.012458976358175278,-2.017341375350952,-0.001112653873860836,0,0
2020-06-17,18:31:25,22.9028373,120.2731704,-0.024,-2,1,-2,25,10,-996,-0.053829193115234375,-0.11550712585449219,0.024808049201965332,0.011499891057610512,-2.018415927886963,-0.00046539306640625,0,0
2020-06-17,18:31:28,22.9028368,120.2731705,2.636,84,-68,173,10,-77,-1026,-0.10638046264648438,-0.10946273803710938,-2.6365294456481934,-0.029934316873550415,-2.0371580123901367,0.035332661122083664,0,0
2020-06-17,18:31:31,22.9028379,120.2731697,8.92,30,-46,-11,-34,-2,-990,0.02111053466796875,-0.18888473510742188,-8.92066478729248,-0.030038442462682724,-2.0460219383239746,0.006381556391716003,0,0
2020-06-17,18:31:34,22.9028364,120.2731711,16.501,18,39,20,-15,-59,-941,-0.15515899658203125,-0.04954338073730469,-16.50157928466797,-0.07679672539234161,-2.034763813018799,0.05255860835313797,0,0
2020-06-17,18:31:37,22.9028359,120.2731612,19.886,-30,-57,-182,-102,7,-972,-0.2055492401123047,-1.0581932067871094,-19.886184692382812,-0.18262715637683868,-2.1748197078704834,-0.003775346092879772,0,0
2020-06-17,18:31:40,22.9028141,120.2731091,20.213,-34,-34,11,-95,-11,-996,-2.637939453125,-6.400224685668945,-20.213415145874023,-0.10056805610656738,-2.091714382171631,0.0014019045047461987,0,0
2020-06-17,18:31:43,22.9027852,120.2730478,20.062,-26,-7,19,-64,-12,-1005,-5.845650672912598,-12.694480895996094,-20.062320709228516,-0.10216490924358368,-1.9598042964935303,0.02048444375395775,0,0
2020-06-17,18:31:46,22.9027626,120.2729932,20.211,105,0,117,-132,40,-1007,-8.362789154052734,-18.288841247558594,-20.21185302734375,-0.12008479982614517,-1.9879131317138672,-0.03756832703948021,0,0
2020-06-17,18:31:49,22.9027408,120.2729381,20.001,58,80,10,-73,-3,-993,-10.790437698364258,-23.934844970703125,-20.001325607299805,-0.08674924075603485,-1.9780195951461792,0.0009047910571098328,0,0
2020-06-17,18:31:52,22.9027183,120.2728838,19.999,22,-20,11,-87,-45,-986,-13.298357009887695,-29.505760192871094,-19.999832153320312,-0.10818643122911453,-1.965988039970398,0.021988622844219208,0,0
2020-06-17,18:31:55,22.9026962,120.2728293,19.987,19,2,6,-135,20,-993,-15.756124496459961,-35.09251403808594,-19.98796272277832,-0.11929140239953995,-1.9864169359207153,0.012897797860205173,0,0
2020-06-17,18:31:58,22.9026671,120.2727799,19.998,42,-5,-764,-44,-91,-1009,-18.993595123291016,-40.16413116455078,-19.998645782470703,-0.1273909956216812,-2.981142520904541,-0.05564241483807564,0,0
2020-06-17,18:32:01,22.9026068,120.2727827,19.78,6,-32,7,-44,-14,-1001,-25.72220230102539,-39.87294006347656,-19.78057098388672,-0.054297711700201035,2.9387054443359375,0.06363396346569061,0,0
2020-06-17,18:32:04,22.9025571,120.2727898,19.962,-50,70,40,-71,9,-1007,-31.25735092163086,-39.14596176147461,-19.96263313293457,-0.06307419389486313,3.014055013656616,0.05359870567917824,0,0
2020-06-17,18:32:07,22.9025066,120.272795,20.129,38,38,17,-44,-98,-1011,-36.87731170654297,-38.6117057800293,-20.12934112548828,-0.0686662495136261,2.9842724800109863,0.032718658447265625,0,0
2020-06-17,18:32:10,22.9024484,120.2728034,19.871,-92,284,-69,-48,-7,-1010,-43.35845184326172,-37.75584030151367,-19.871030807495117,0.0014898087829351425,2.9874632358551025,0.031894173473119736,0,0
2020-06-17,18:32:13,22.902431,120.2728414,19.933,-8,96,-79,10,34,-999,-45.29344177246094,-33.85384750366211,-19.933395385742188,-0.0021725641563534737,1.3162245750427246,-0.06886132061481476,0,0
2020-06-17,18:32:16,22.9024401,120.2729029,20.017,12,20,46,-7,12,-1015,-44.281898498535156,-27.547435760498047,-20.0172176361084,0.005048420280218124,1.4441157579421997,-0.003654227592051029,0,0
2020-06-17,18:32:19,22.9024449,120.2729556,20.05,-70,-20,-14,14,109,-975,-43.74219512939453,-22.139434814453125,-20.050498962402344,-0.0021937834098935127,1.4726041555404663,-0.018923122435808182,0,0
2020-06-17,18:32:22,22.9024467,120.2730113,20.031,-24,-19,-20,42,18,-1004,-43.53680419921875,-16.428024291992188,-20.031951904296875,0.009228894487023354,1.343827486038208,-0.04575323686003685,0,0
2020-06-17,18:32:25,22.9024524,120.2730699,20.032,-36,-24,23,24,94,-988,-42.90452575683594,-10.42506217956543,-20.032546997070312,0.013175569474697113,1.3410086631774902,-0.031103238463401794,0,0
2020-06-17,18:32:28,22.9024586,120.2731237,19.986,100,-6,-4,6,-21,-998,-42.21495056152344,-4.902196884155273,-19.986295700073242,0.009456465020775795,1.4316751956939697,0.008548189885914326,0,0
2020-06-17,18:32:31,22.9024626,120.2731805,20.045,-32,8,-10,31,54,-969,-41.77516174316406,0.9174003601074219,-20.04585075378418,0.007107630372047424,1.3945139646530151,-0.024744722992181778,0,0
